nucleus,energy,lifetime,lifetime_unit,life_mult,life_sec,Z,A,symbol,latex,natural_lw,combo
54-Xe-134,847.02,290,MS,0.001,0.29,54,134,Xe,$^{134}_{54}Xe$,2.27e-6,134Xe
54-Xe-134,860.6,5,US,1e-6,4.9999999999999996e-6,54,134,Xe,$^{134}_{54}Xe$,0.1316,134Xe
54-Xe-134,884.09,290,MS,0.001,0.29,54,134,Xe,$^{134}_{54}Xe$,2.27e-6,134Xe
54-Xe-134,884.3,5,US,1e-6,4.9999999999999996e-6,54,134,Xe,$^{134}_{54}Xe$,0.1316,134Xe
54-Xe-135,249.79,9.14,H,3600,32904,54,135,Xe,$^{135}_{54}Xe$,2e-11,135Xe
54-Xe-135,407.99,9.14,H,3600,32904,54,135,Xe,$^{135}_{54}Xe$,2e-11,135Xe
54-Xe-135,526.56,15.29,M,60,917.4,54,135,Xe,$^{135}_{54}Xe$,7.175e-10,135Xe
54-Xe-135,608.18,9.14,H,3600,32904,54,135,Xe,$^{135}_{54}Xe$,2e-11,135Xe
54-Xe-135,786.9,15.29,M,60,917.4,54,135,Xe,$^{135}_{54}Xe$,7.175e-10,135Xe
54-Xe-135,1133,15.29,M,60,917.4,54,135,Xe,$^{135}_{54}Xe$,7.175e-10,135Xe
54-Xe-135,1358,15.29,M,60,917.4,54,135,Xe,$^{135}_{54}Xe$,7.175e-10,135Xe
54-Xe-137,455.49,3.818,M,60,229.08,54,137,Xe,$^{137}_{54}Xe$,2.873e-9,137Xe
54-Xe-137,848.95,3.818,M,60,229.08,54,137,Xe,$^{137}_{54}Xe$,2.873e-9,137Xe
54-Xe-137,1783.43,3.818,M,60,229.08,54,137,Xe,$^{137}_{54}Xe$,2.873e-9,137Xe
54-Xe-138,258.41,14.08,M,60,844.8,54,138,Xe,$^{138}_{54}Xe$,7.791e-10,138Xe
54-Xe-138,434.56,14.08,M,60,844.8,54,138,Xe,$^{138}_{54}Xe$,7.791e-10,138Xe
54-Xe-138,1768.26,14.08,M,60,844.8,54,138,Xe,$^{138}_{54}Xe$,7.791e-10,138Xe
54-Xe-139,218.59,39.68,S,1,39.68,54,139,Xe,$^{139}_{54}Xe$,1.659e-8,139Xe
54-Xe-139,289.78,39.68,S,1,39.68,54,139,Xe,$^{139}_{54}Xe$,1.659e-8,139Xe
54-Xe-139,296.53,39.68,S,1,39.68,54,139,Xe,$^{139}_{54}Xe$,1.659e-8,139Xe
54-Xe-140,805.52,13.6,S,1,13.6,54,140,Xe,$^{140}_{54}Xe$,4.84e-8,140Xe
54-Xe-140,1315.05,13.6,S,1,13.6,54,140,Xe,$^{140}_{54}Xe$,4.84e-8,140Xe
54-Xe-140,1413.66,13.6,S,1,13.6,54,140,Xe,$^{140}_{54}Xe$,4.84e-8,140Xe
54-Xe-141,105.94,1.73,S,1,1.73,54,141,Xe,$^{141}_{54}Xe$,3.805e-7,141Xe
54-Xe-141,118.7,1.73,S,1,1.73,54,141,Xe,$^{141}_{54}Xe$,3.805e-7,141Xe
54-Xe-141,909.23,1.73,S,1,1.73,54,141,Xe,$^{141}_{54}Xe$,3.805e-7,141Xe
54-Xe-142,538.24,1.22,S,1,1.22,54,142,Xe,$^{142}_{54}Xe$,5.395e-7,142Xe
54-Xe-142,571.26,1.22,S,1,1.22,54,142,Xe,$^{142}_{54}Xe$,5.395e-7,142Xe
54-Xe-142,657.05,1.22,S,1,1.22,54,142,Xe,$^{142}_{54}Xe$,5.395e-7,142Xe
54-Xe-143,90,0.3,S,1,0.3,54,143,Xe,$^{143}_{54}Xe$,2.194e-6,143Xe
55-Cs-114,30.7,0.57,S,1,0.57,55,114,Cs,$^{114}_{55}Cs$,1.155e-6,114Cs
55-Cs-114,121.6,0.57,S,1,0.57,55,114,Cs,$^{114}_{55}Cs$,1.155e-6,114Cs
55-Cs-114,449.7,0.57,S,1,0.57,55,114,Cs,$^{114}_{55}Cs$,1.155e-6,114Cs
55-Cs-114,618.3,0.57,S,1,0.57,55,114,Cs,$^{114}_{55}Cs$,1.155e-6,114Cs
55-Cs-114,698.2,0.57,S,1,0.57,55,114,Cs,$^{114}_{55}Cs$,1.155e-6,114Cs
55-Cs-116,393.5,0.7,S,1,0.7,55,116,Cs,$^{116}_{55}Cs$,9.403e-7,116Cs
55-Cs-116,393.5,3.85,S,1,3.85,55,116,Cs,$^{116}_{55}Cs$,1.71e-7,116Cs
55-Cs-116,524.3,3.85,S,1,3.85,55,116,Cs,$^{116}_{55}Cs$,1.71e-7,116Cs
55-Cs-116,615.1,3.85,S,1,3.85,55,116,Cs,$^{116}_{55}Cs$,1.71e-7,116Cs
55-Cs-117,29.7,8.4,S,1,8.4,55,117,Cs,$^{117}_{55}Cs$,7.836e-8,117Cs
55-Cs-117,204.8,8.4,S,1,8.4,55,117,Cs,$^{117}_{55}Cs$,7.836e-8,117Cs
55-Cs-117,205.6,8.4,S,1,8.4,55,117,Cs,$^{117}_{55}Cs$,7.836e-8,117Cs
55-Cs-119,169.8,30.4,S,1,30.4,55,119,Cs,$^{119}_{55}Cs$,2.165e-8,119Cs
55-Cs-119,176.5,43,S,1,43,55,119,Cs,$^{119}_{55}Cs$,1.531e-8,119Cs
55-Cs-119,225.5,43,S,1,43,55,119,Cs,$^{119}_{55}Cs$,1.531e-8,119Cs
55-Cs-119,246.2,30.4,S,1,30.4,55,119,Cs,$^{119}_{55}Cs$,2.165e-8,119Cs
55-Cs-119,258.2,43,S,1,43,55,119,Cs,$^{119}_{55}Cs$,1.531e-8,119Cs
55-Cs-119,314.3,30.4,S,1,30.4,55,119,Cs,$^{119}_{55}Cs$,2.165e-8,119Cs
55-Cs-121,68.5,122,S,1,122,55,121,Cs,$^{121}_{55}Cs$,5.395e-9,121Cs
55-Cs-121,153.9,155,S,1,155,55,121,Cs,$^{121}_{55}Cs$,4.247e-9,121Cs
55-Cs-121,179.4,122,S,1,122,55,121,Cs,$^{121}_{55}Cs$,5.395e-9,121Cs
55-Cs-121,196,122,S,1,122,55,121,Cs,$^{121}_{55}Cs$,5.395e-9,121Cs
55-Cs-121,239.6,155,S,1,155,55,121,Cs,$^{121}_{55}Cs$,4.247e-9,121Cs
55-Cs-121,427.1,155,S,1,155,55,121,Cs,$^{121}_{55}Cs$,4.247e-9,121Cs
55-Cs-121,459.7,122,S,1,122,55,121,Cs,$^{121}_{55}Cs$,5.395e-9,121Cs
55-Cs-122,45.85,0.36,S,1,0.36,55,122,Cs,$^{122}_{55}Cs$,1.828e-6,122Cs
55-Cs-122,81.2,0.36,S,1,0.36,55,122,Cs,$^{122}_{55}Cs$,1.828e-6,122Cs
55-Cs-122,331.1,21.18,S,1,21.18,55,122,Cs,$^{122}_{55}Cs$,3.108e-8,122Cs
55-Cs-122,331.1,3.7,M,60,222,55,122,Cs,$^{122}_{55}Cs$,2.965e-9,122Cs
55-Cs-122,497.1,3.7,M,60,222,55,122,Cs,$^{122}_{55}Cs$,2.965e-9,122Cs
55-Cs-122,512,21.18,S,1,21.18,55,122,Cs,$^{122}_{55}Cs$,3.108e-8,122Cs
55-Cs-122,638.5,3.7,M,60,222,55,122,Cs,$^{122}_{55}Cs$,2.965e-9,122Cs
55-Cs-122,817.9,21.18,S,1,21.18,55,122,Cs,$^{122}_{55}Cs$,3.108e-8,122Cs
55-Cs-123,61.7,1.64,S,1,1.64,55,123,Cs,$^{123}_{55}Cs$,4.013e-7,123Cs
55-Cs-123,64,1.64,S,1,1.64,55,123,Cs,$^{123}_{55}Cs$,4.013e-7,123Cs
55-Cs-123,83.38,5.88,M,60,352.8,55,123,Cs,$^{123}_{55}Cs$,1.866e-9,123Cs
55-Cs-123,94.6,1.64,S,1,1.64,55,123,Cs,$^{123}_{55}Cs$,4.013e-7,123Cs
55-Cs-123,97.39,5.88,M,60,352.8,55,123,Cs,$^{123}_{55}Cs$,1.866e-9,123Cs
55-Cs-123,596.6,5.88,M,60,352.8,55,123,Cs,$^{123}_{55}Cs$,1.866e-9,123Cs
55-Cs-124,89.5,6.3,S,1,6.3,55,124,Cs,$^{124}_{55}Cs$,1.045e-7,124Cs
55-Cs-124,96.55,6.3,S,1,6.3,55,124,Cs,$^{124}_{55}Cs$,1.045e-7,124Cs
55-Cs-124,211.64,6.3,S,1,6.3,55,124,Cs,$^{124}_{55}Cs$,1.045e-7,124Cs
55-Cs-124,354.01,30.8,S,1,30.8,55,124,Cs,$^{124}_{55}Cs$,2.137e-8,124Cs
55-Cs-124,492.55,30.8,S,1,30.8,55,124,Cs,$^{124}_{55}Cs$,2.137e-8,124Cs
55-Cs-124,914.84,30.8,S,1,30.8,55,124,Cs,$^{124}_{55}Cs$,2.137e-8,124Cs
55-Cs-125,77.1,0.9,MS,0.001,9.000000000000001e-4,55,125,Cs,$^{125}_{55}Cs$,7.313e-4,125Cs
55-Cs-125,112,46.7,M,60,2802,55,125,Cs,$^{125}_{55}Cs$,2.349e-10,125Cs
55-Cs-125,168.3,0.9,MS,0.001,9.000000000000001e-4,55,125,Cs,$^{125}_{55}Cs$,7.313e-4,125Cs
55-Cs-125,176,0.9,MS,0.001,9.000000000000001e-4,55,125,Cs,$^{125}_{55}Cs$,7.313e-4,125Cs
55-Cs-125,412,46.7,M,60,2802,55,125,Cs,$^{125}_{55}Cs$,2.349e-10,125Cs
55-Cs-125,526,46.7,M,60,2802,55,125,Cs,$^{125}_{55}Cs$,2.349e-10,125Cs
55-Cs-126,388.66,1.64,M,60,98.39999999999999,55,126,Cs,$^{126}_{55}Cs$,6.689e-9,126Cs
55-Cs-126,491.27,1.64,M,60,98.39999999999999,55,126,Cs,$^{126}_{55}Cs$,6.689e-9,126Cs
55-Cs-126,925.24,1.64,M,60,98.39999999999999,55,126,Cs,$^{126}_{55}Cs$,6.689e-9,126Cs
55-Cs-127,65.9,55,US,1e-6,5.4999999999999995e-5,55,127,Cs,$^{127}_{55}Cs$,0.01197,127Cs
55-Cs-127,124.7,6.25,H,3600,22500,55,127,Cs,$^{127}_{55}Cs$,2.925e-11,127Cs
55-Cs-127,178.8,55,US,1e-6,5.4999999999999995e-5,55,127,Cs,$^{127}_{55}Cs$,0.01197,127Cs
55-Cs-127,206,55,US,1e-6,5.4999999999999995e-5,55,127,Cs,$^{127}_{55}Cs$,0.01197,127Cs
55-Cs-127,411.95,6.25,H,3600,22500,55,127,Cs,$^{127}_{55}Cs$,2.925e-11,127Cs
55-Cs-127,462.31,6.25,H,3600,22500,55,127,Cs,$^{127}_{55}Cs$,2.925e-11,127Cs
55-Cs-128,442.9,3.62,M,60,217.20000000000002,55,128,Cs,$^{128}_{55}Cs$,3.03e-9,128Cs
55-Cs-128,526.56,3.62,M,60,217.20000000000002,55,128,Cs,$^{128}_{55}Cs$,3.03e-9,128Cs
55-Cs-128,1140.08,3.62,M,60,217.20000000000002,55,128,Cs,$^{128}_{55}Cs$,3.03e-9,128Cs
55-Cs-129,371.92,32.06,H,3600,115416.00000000001,55,129,Cs,$^{129}_{55}Cs$,5.703e-12,129Cs
55-Cs-129,411.49,32.06,H,3600,115416.00000000001,55,129,Cs,$^{129}_{55}Cs$,5.703e-12,129Cs
55-Cs-129,548.95,32.06,H,3600,115416.00000000001,55,129,Cs,$^{129}_{55}Cs$,5.703e-12,129Cs
55-Cs-130,51.18,3.46,M,60,207.6,55,130,Cs,$^{130}_{55}Cs$,3.171e-9,130Cs
55-Cs-130,80.45,3.46,M,60,207.6,55,130,Cs,$^{130}_{55}Cs$,3.171e-9,130Cs
55-Cs-130,148.35,3.46,M,60,207.6,55,130,Cs,$^{130}_{55}Cs$,3.171e-9,130Cs
55-Cs-130,206.2,3.46,M,60,207.6,55,130,Cs,$^{130}_{55}Cs$,3.171e-9,130Cs
55-Cs-130,470.8,3.46,M,60,207.6,55,130,Cs,$^{130}_{55}Cs$,3.171e-9,130Cs
55-Cs-130,536.1,29.21,M,60,1752.6000000000001,55,130,Cs,$^{130}_{55}Cs$,3.756e-10,130Cs
55-Cs-130,586.1,29.21,M,60,1752.6000000000001,55,130,Cs,$^{130}_{55}Cs$,3.756e-10,130Cs
55-Cs-130,586.2,3.46,M,60,207.6,55,130,Cs,$^{130}_{55}Cs$,3.171e-9,130Cs
55-Cs-130,894.5,29.21,M,60,1752.6000000000001,55,130,Cs,$^{130}_{55}Cs$,3.756e-10,130Cs
55-Cs-132,464.47,6.479,D,86400,559785.6,55,132,Cs,$^{132}_{55}Cs$,1.176e-12,132Cs
55-Cs-132,505.79,6.48,D,86400,559872,55,132,Cs,$^{132}_{55}Cs$,1.176e-12,132Cs
55-Cs-132,567.16,6.479,D,86400,559785.6,55,132,Cs,$^{132}_{55}Cs$,1.176e-12,132Cs
55-Cs-132,630.19,6.48,D,86400,559872,55,132,Cs,$^{132}_{55}Cs$,1.176e-12,132Cs
55-Cs-132,667.71,6.48,D,86400,559872,55,132,Cs,$^{132}_{55}Cs$,1.176e-12,132Cs
55-Cs-132,1031.66,6.479,D,86400,559785.6,55,132,Cs,$^{132}_{55}Cs$,1.176e-12,132Cs
55-Cs-134,127.5,2.912,H,3600,10483.199999999999,55,134,Cs,$^{134}_{55}Cs$,6.279e-11,134Cs
55-Cs-134,138.73,2.912,H,3600,10483.199999999999,55,134,Cs,$^{134}_{55}Cs$,6.279e-11,134Cs
55-Cs-134,569.33,2.0652,Y,31557600,65172755.519999996,55,134,Cs,$^{134}_{55}Cs$,1.01e-14,134Cs
55-Cs-134,604.72,2.0652,Y,31557600,65172755.519999996,55,134,Cs,$^{134}_{55}Cs$,1.01e-14,134Cs
55-Cs-134,795.86,2.0652,Y,31557600,65172755.519999996,55,134,Cs,$^{134}_{55}Cs$,1.01e-14,134Cs
55-Cs-134,847,2.0652,Y,31557600,65172755.519999996,55,134,Cs,$^{134}_{55}Cs$,1.01e-14,134Cs
55-Cs-135,787.2,53,M,60,3180,55,135,Cs,$^{135}_{55}Cs$,2.07e-10,135Cs
55-Cs-135,846.1,53,M,60,3180,55,135,Cs,$^{135}_{55}Cs$,2.07e-10,135Cs
55-Cs-136,340.55,13.16,D,86400,1137024,55,136,Cs,$^{136}_{55}Cs$,5.789e-13,136Cs
55-Cs-136,818.51,13.16,D,86400,1137024,55,136,Cs,$^{136}_{55}Cs$,5.789e-13,136Cs
55-Cs-136,1048.07,13.16,D,86400,1137024,55,136,Cs,$^{136}_{55}Cs$,5.789e-13,136Cs
55-Cs-137,283.5,30.08,Y,31557600,949252608,55,137,Cs,$^{137}_{55}Cs$,6.934e-16,137Cs
55-Cs-137,661.66,30.08,Y,31557600,949252608,55,137,Cs,$^{137}_{55}Cs$,6.934e-16,137Cs
55-Cs-138,79.9,2.91,M,60,174.60000000000002,55,138,Cs,$^{138}_{55}Cs$,3.77e-9,138Cs
55-Cs-138,191.7,2.91,M,60,174.60000000000002,55,138,Cs,$^{138}_{55}Cs$,3.77e-9,138Cs
55-Cs-138,462.8,33.41,M,60,2004.6,55,138,Cs,$^{138}_{55}Cs$,3.284e-10,138Cs
55-Cs-138,463,2.91,M,60,174.60000000000002,55,138,Cs,$^{138}_{55}Cs$,3.77e-9,138Cs
55-Cs-138,1009.78,33.41,M,60,2004.6,55,138,Cs,$^{138}_{55}Cs$,3.284e-10,138Cs
55-Cs-138,1435.86,33.41,M,60,2004.6,55,138,Cs,$^{138}_{55}Cs$,3.284e-10,138Cs
55-Cs-138,1436,2.91,M,60,174.60000000000002,55,138,Cs,$^{138}_{55}Cs$,3.77e-9,138Cs
55-Cs-139,627.24,9.27,M,60,556.1999999999999,55,139,Cs,$^{139}_{55}Cs$,1.183e-9,139Cs
55-Cs-139,1283.23,9.27,M,60,556.1999999999999,55,139,Cs,$^{139}_{55}Cs$,1.183e-9,139Cs
55-Cs-139,1420.66,9.27,M,60,556.1999999999999,55,139,Cs,$^{139}_{55}Cs$,1.183e-9,139Cs
55-Cs-140,602.25,63.7,S,1,63.7,55,140,Cs,$^{140}_{55}Cs$,1.033e-8,140Cs
55-Cs-140,908.25,63.7,S,1,63.7,55,140,Cs,$^{140}_{55}Cs$,1.033e-8,140Cs
55-Cs-140,1200.3,63.7,S,1,63.7,55,140,Cs,$^{140}_{55}Cs$,1.033e-8,140Cs
55-Cs-141,48.53,24.84,S,1,24.84,55,141,Cs,$^{141}_{55}Cs$,2.65e-8,141Cs
55-Cs-141,561.63,24.84,S,1,24.84,55,141,Cs,$^{141}_{55}Cs$,2.65e-8,141Cs
55-Cs-141,1194.02,24.84,S,1,24.84,55,141,Cs,$^{141}_{55}Cs$,2.65e-8,141Cs
55-Cs-142,359.6,1.684,S,1,1.684,55,142,Cs,$^{142}_{55}Cs$,3.909e-7,142Cs
55-Cs-142,966.89,1.684,S,1,1.684,55,142,Cs,$^{142}_{55}Cs$,3.909e-7,142Cs
55-Cs-142,1326.46,1.684,S,1,1.684,55,142,Cs,$^{142}_{55}Cs$,3.909e-7,142Cs
55-Cs-143,195.55,1.791,S,1,1.791,55,143,Cs,$^{143}_{55}Cs$,3.675e-7,143Cs
55-Cs-143,232.42,1.791,S,1,1.791,55,143,Cs,$^{143}_{55}Cs$,3.675e-7,143Cs
55-Cs-143,306.42,1.791,S,1,1.791,55,143,Cs,$^{143}_{55}Cs$,3.675e-7,143Cs
55-Cs-144,199.33,0.994,S,1,0.994,55,144,Cs,$^{144}_{55}Cs$,6.622e-7,144Cs
55-Cs-144,639,0.994,S,1,0.994,55,144,Cs,$^{144}_{55}Cs$,6.622e-7,144Cs
55-Cs-144,758.96,0.994,S,1,0.994,55,144,Cs,$^{144}_{55}Cs$,6.622e-7,144Cs
55-Cs-145,112.46,0.587,S,1,0.587,55,145,Cs,$^{145}_{55}Cs$,1.121e-6,145Cs
55-Cs-145,175.36,0.587,S,1,0.587,55,145,Cs,$^{145}_{55}Cs$,1.121e-6,145Cs
55-Cs-145,198.93,0.587,S,1,0.587,55,145,Cs,$^{145}_{55}Cs$,1.121e-6,145Cs
55-Cs-146,181.02,0.321,S,1,0.321,55,146,Cs,$^{146}_{55}Cs$,2.051e-6,146Cs
55-Cs-146,332.38,0.321,S,1,0.321,55,146,Cs,$^{146}_{55}Cs$,2.051e-6,146Cs
55-Cs-146,557.76,0.321,S,1,0.321,55,146,Cs,$^{146}_{55}Cs$,2.051e-6,146Cs
55-Cs-147,85.4,230,MS,0.001,0.23,55,147,Cs,$^{147}_{55}Cs$,2.862e-6,147Cs
55-Cs-147,109.8,230,MS,0.001,0.23,55,147,Cs,$^{147}_{55}Cs$,2.862e-6,147Cs
55-Cs-147,245.9,230,MS,0.001,0.23,55,147,Cs,$^{147}_{55}Cs$,2.862e-6,147Cs
55-Cs-148,141.7,146,MS,0.001,0.146,55,148,Cs,$^{148}_{55}Cs$,4.508e-6,148Cs
55-Cs-148,545.5,146,MS,0.001,0.146,55,148,Cs,$^{148}_{55}Cs$,4.508e-6,148Cs
55-Cs-148,687.2,146,MS,0.001,0.146,55,148,Cs,$^{148}_{55}Cs$,4.508e-6,148Cs
56-Ba-117,94.9,1.75,S,1,1.75,56,117,Ba,$^{117}_{56}Ba$,3.761e-7,117Ba
56-Ba-117,101.6,1.75,S,1,1.75,56,117,Ba,$^{117}_{56}Ba$,3.761e-7,117Ba
56-Ba-117,363.6,1.75,S,1,1.75,56,117,Ba,$^{117}_{56}Ba$,3.761e-7,117Ba
56-Ba-120,139.7,24,S,1,24,56,120,Ba,$^{120}_{56}Ba$,2.743e-8,120Ba
56-Ba-120,179.4,24,S,1,24,56,120,Ba,$^{120}_{56}Ba$,2.743e-8,120Ba
56-Ba-120,269.9,24,S,1,24,56,120,Ba,$^{120}_{56}Ba$,2.743e-8,120Ba
56-Ba-121,99.2,29.7,S,1,29.7,56,121,Ba,$^{121}_{56}Ba$,2.216e-8,121Ba
56-Ba-121,111.6,29.7,S,1,29.7,56,121,Ba,$^{121}_{56}Ba$,2.216e-8,121Ba
56-Ba-121,210.8,29.7,S,1,29.7,56,121,Ba,$^{121}_{56}Ba$,2.216e-8,121Ba
56-Ba-122,388.7,1.95,M,60,117,56,122,Ba,$^{122}_{56}Ba$,5.626e-9,122Ba
56-Ba-122,439,1.95,M,60,117,56,122,Ba,$^{122}_{56}Ba$,5.626e-9,122Ba
56-Ba-122,550.7,1.95,M,60,117,56,122,Ba,$^{122}_{56}Ba$,5.626e-9,122Ba
56-Ba-123,30.6,2.7,M,60,162,56,123,Ba,$^{123}_{56}Ba$,4.063e-9,123Ba
56-Ba-123,94.57,2.7,M,60,162,56,123,Ba,$^{123}_{56}Ba$,4.063e-9,123Ba
56-Ba-123,123.6,2.7,M,60,162,56,123,Ba,$^{123}_{56}Ba$,4.063e-9,123Ba
56-Ba-124,169.5,11,M,60,660,56,124,Ba,$^{124}_{56}Ba$,9.973e-10,124Ba
56-Ba-124,211.6,11,M,60,660,56,124,Ba,$^{124}_{56}Ba$,9.973e-10,124Ba
56-Ba-124,1216.7,11,M,60,660,56,124,Ba,$^{124}_{56}Ba$,9.973e-10,124Ba
56-Ba-125,77.6,3.3,M,60,198,56,125,Ba,$^{125}_{56}Ba$,3.324e-9,125Ba
56-Ba-125,85.4,3.3,M,60,198,56,125,Ba,$^{125}_{56}Ba$,3.324e-9,125Ba
56-Ba-125,140.9,3.3,M,60,198,56,125,Ba,$^{125}_{56}Ba$,3.324e-9,125Ba
56-Ba-126,233.6,100,M,60,6000,56,126,Ba,$^{126}_{56}Ba$,1.097e-10,126Ba
56-Ba-126,241,100,M,60,6000,56,126,Ba,$^{126}_{56}Ba$,1.097e-10,126Ba
56-Ba-126,257.6,100,M,60,6000,56,126,Ba,$^{126}_{56}Ba$,1.097e-10,126Ba
56-Ba-127,24.2,1.9,S,1,1.9,56,127,Ba,$^{127}_{56}Ba$,3.464e-7,127Ba
56-Ba-127,56.2,1.9,S,1,1.9,56,127,Ba,$^{127}_{56}Ba$,3.464e-7,127Ba
56-Ba-127,66.3,12.7,M,60,762,56,127,Ba,$^{127}_{56}Ba$,8.638e-10,127Ba
56-Ba-127,80.2,1.9,S,1,1.9,56,127,Ba,$^{127}_{56}Ba$,3.464e-7,127Ba
56-Ba-127,114.8,12.7,M,60,762,56,127,Ba,$^{127}_{56}Ba$,8.638e-10,127Ba
56-Ba-127,180.8,12.7,M,60,762,56,127,Ba,$^{127}_{56}Ba$,8.638e-10,127Ba
56-Ba-128,229.5,2.43,D,86400,209952,56,128,Ba,$^{128}_{56}Ba$,3.135e-12,128Ba
56-Ba-128,273.44,2.43,D,86400,209952,56,128,Ba,$^{128}_{56}Ba$,3.135e-12,128Ba
56-Ba-128,374.99,2.43,D,86400,209952,56,128,Ba,$^{128}_{56}Ba$,3.135e-12,128Ba
56-Ba-129,129.14,2.23,H,3600,8028,56,129,Ba,$^{129}_{56}Ba$,8.199e-11,129Ba
56-Ba-129,182.32,2.16,H,3600,7776.000000000001,56,129,Ba,$^{129}_{56}Ba$,8.465e-11,129Ba
56-Ba-129,202.38,2.16,H,3600,7776.000000000001,56,129,Ba,$^{129}_{56}Ba$,8.465e-11,129Ba
56-Ba-129,214.3,2.23,H,3600,8028,56,129,Ba,$^{129}_{56}Ba$,8.199e-11,129Ba
56-Ba-129,220.83,2.23,H,3600,8028,56,129,Ba,$^{129}_{56}Ba$,8.199e-11,129Ba
56-Ba-129,1459.1,2.16,H,3600,7776.000000000001,56,129,Ba,$^{129}_{56}Ba$,8.465e-11,129Ba
56-Ba-130,357.2,9.4,MS,0.001,0.0094,56,130,Ba,$^{130}_{56}Ba$,7.002e-5,130Ba
56-Ba-130,544.5,9.4,MS,0.001,0.0094,56,130,Ba,$^{130}_{56}Ba$,7.002e-5,130Ba
56-Ba-130,691.1,9.4,MS,0.001,0.0094,56,130,Ba,$^{130}_{56}Ba$,7.002e-5,130Ba
56-Ba-131,79.05,14.6,M,60,876,56,131,Ba,$^{131}_{56}Ba$,7.514e-10,131Ba
56-Ba-131,108.45,14.6,M,60,876,56,131,Ba,$^{131}_{56}Ba$,7.514e-10,131Ba
56-Ba-131,123.8,11.5,D,86400,993600,56,131,Ba,$^{131}_{56}Ba$,6.625e-13,131Ba
56-Ba-131,216.09,11.5,D,86400,993600,56,131,Ba,$^{131}_{56}Ba$,6.625e-13,131Ba
56-Ba-131,496.32,11.5,D,86400,993600,56,131,Ba,$^{131}_{56}Ba$,6.625e-13,131Ba
56-Ba-133,81,10.52,Y,31557600,331985952,56,133,Ba,$^{133}_{56}Ba$,1.983e-15,133Ba
56-Ba-133,275.93,38.9,H,3600,140040,56,133,Ba,$^{133}_{56}Ba$,4.7e-12,133Ba
56-Ba-133,288,38.9,H,3600,140040,56,133,Ba,$^{133}_{56}Ba$,4.7e-12,133Ba
56-Ba-133,302.85,10.52,Y,31557600,331985952,56,133,Ba,$^{133}_{56}Ba$,1.983e-15,133Ba
56-Ba-133,356.01,10.52,Y,31557600,331985952,56,133,Ba,$^{133}_{56}Ba$,1.983e-15,133Ba
56-Ba-133,632.5,38.9,H,3600,140040,56,133,Ba,$^{133}_{56}Ba$,4.7e-12,133Ba
56-Ba-134,624.5,2.63,US,1e-6,2.63e-6,56,134,Ba,$^{134}_{56}Ba$,0.2503,134Ba
56-Ba-134,795.7,2.63,US,1e-6,2.63e-6,56,134,Ba,$^{134}_{56}Ba$,0.2503,134Ba
56-Ba-134,810.7,2.63,US,1e-6,2.63e-6,56,134,Ba,$^{134}_{56}Ba$,0.2503,134Ba
56-Ba-135,268.22,28.7,H,3600,103320,56,135,Ba,$^{135}_{56}Ba$,6.371e-12,135Ba
56-Ba-136,163.92,0.3084,S,1,0.3084,56,136,Ba,$^{136}_{56}Ba$,2.134e-6,136Ba
56-Ba-136,818.51,0.3084,S,1,0.3084,56,136,Ba,$^{136}_{56}Ba$,2.134e-6,136Ba
56-Ba-136,1048.07,0.3084,S,1,0.3084,56,136,Ba,$^{136}_{56}Ba$,2.134e-6,136Ba
56-Ba-137,661.66,2.552,M,60,153.12,56,137,Ba,$^{137}_{56}Ba$,4.299e-9,137Ba
56-Ba-139,165.86,83.06,M,60,4983.6,56,139,Ba,$^{139}_{56}Ba$,1.321e-10,139Ba
56-Ba-139,1254.7,83.06,M,60,4983.6,56,139,Ba,$^{139}_{56}Ba$,1.321e-10,139Ba
56-Ba-139,1420.5,83.06,M,60,4983.6,56,139,Ba,$^{139}_{56}Ba$,1.321e-10,139Ba
56-Ba-140,29.97,12.7527,D,86400,1101833.28,56,140,Ba,$^{140}_{56}Ba$,5.974e-13,140Ba
56-Ba-140,162.66,12.7527,D,86400,1101833.28,56,140,Ba,$^{140}_{56}Ba$,5.974e-13,140Ba
56-Ba-140,537.26,12.7527,D,86400,1101833.28,56,140,Ba,$^{140}_{56}Ba$,5.974e-13,140Ba
56-Ba-141,190.33,18.27,M,60,1096.2,56,141,Ba,$^{141}_{56}Ba$,6.004e-10,141Ba
56-Ba-141,276.95,18.27,M,60,1096.2,56,141,Ba,$^{141}_{56}Ba$,6.004e-10,141Ba
56-Ba-141,304.19,18.27,M,60,1096.2,56,141,Ba,$^{141}_{56}Ba$,6.004e-10,141Ba
56-Ba-142,255.3,10.6,M,60,636,56,142,Ba,$^{142}_{56}Ba$,1.035e-9,142Ba
56-Ba-142,895.2,10.6,M,60,636,56,142,Ba,$^{142}_{56}Ba$,1.035e-9,142Ba
56-Ba-142,1204.3,10.6,M,60,636,56,142,Ba,$^{142}_{56}Ba$,1.035e-9,142Ba
56-Ba-143,211.47,14.5,S,1,14.5,56,143,Ba,$^{143}_{56}Ba$,4.539e-8,143Ba
56-Ba-143,798.79,14.5,S,1,14.5,56,143,Ba,$^{143}_{56}Ba$,4.539e-8,143Ba
56-Ba-143,980.45,14.5,S,1,14.5,56,143,Ba,$^{143}_{56}Ba$,4.539e-8,143Ba
56-Ba-144,103.86,11.5,S,1,11.5,56,144,Ba,$^{144}_{56}Ba$,5.724e-8,144Ba
